subjectID,l_fit,beta,tau,condition,NLL,AIC
v40qkuc3,0.7745984906673986,1.3698166752224474,0.3696956415715253,0,947.3374037630095,1904.674807526019
4j8dqyzr,8.82486915262663,0.006737946999085467,0.06226251387290523,0,706.7296226477325,1423.459245295465
jf4v1x62,2.5950588872629097,0.12140366884697931,0.04414592373876227,0,511.2229287611562,1032.4458575223125
tfp0xxns,7.448604562942412,0.006737946999085467,0.3033003528401499,0,1068.0804197552966,2146.160839510593
p9q4wrpj,14.876597403100803,1.0836480770901038,0.07318737884224147,0,799.0146293772798,1608.0292587545596
mwxlwzyn,3.7165969384100164,0.06100281598642305,0.054985661969820465,0,641.0494878389468,1292.0989756778936
mwvs8r2u,0.7643443818352245,0.3402487250935622,0.0685660326074976,0,660.7398646468857,1331.4797292937715
mtfsokek,0.49408092161878914,0.4422227214420552,0.08835996788421391,0,805.4001679283399,1620.8003358566798
vfa8p4oo,0.5372435782987399,0.4910546587628867,0.10066680101088372,0,724.3031307576487,1458.6062615152973
y8pxsvuv,0.3407944603165468,0.6239814309668588,0.1558235259783996,0,861.9828465426481,1733.9656930852962
pjyf5evm,2.2637588839567773,0.11220458230112428,0.060576920299691556,0,658.9772996755567,1327.9545993511133
d4sgbqmd,0.9126989607066962,0.09836280484874924,0.025039611472228687,0,463.71353387843203,937.4270677568641
ws9x8reu,0.8041102323642544,0.35945508714775326,0.07137710184023893,0,659.0955813998339,1328.1911627996678
dfagdbqx,1.8201658211130622,0.13909481359978565,0.06103640057331694,0,644.2730041498953,1298.5460082997906
21u5e871,0.9631801706628738,0.3466485454374204,0.066647800031733,0,676.8118809183018,1363.6237618366035
jpcjb9dd,10.318740868334931,0.8995701546488204,0.07419098772743155,0,785.7316882801538,1581.4633765603076
0enc0xdd,1.617069894255455,0.015040846075344519,0.024492300795971103,0,333.175959702068,676.351919404136
yjb803pt,14.882342072093362,1.0905556513450487,0.051428558030263485,0,747.3575371241399,1504.7150742482797
h87phsot,1.1956414532912172,0.006737946999085467,0.04874544510727087,0,704.8484767660754,1419.6969535321507
8zsqfun7,9.400365419510434,0.8345350006593287,0.07227136819660619,0,852.7963256450639,1715.5926512901278
1nls4u5q,7.167906774725516,0.08972648163907684,0.05719095909196982,0,559.5562986791001,1129.1125973582002
6qqrh7uk,6.076635564124638,0.6210115747173239,0.08052371107843366,0,792.5148507301861,1595.0297014603723
08lucg24,18.9878136664896,1.5195147961556033,0.09403303270583284,0,940.6162474656473,1891.2324949312947
u2a8cfsu,11.35423123302628,0.7885834112837221,0.07648925255204603,0,812.9306949453229,1635.8613898906458
561smycq,0.6140979848914314,0.3871757640090583,0.07368952489962563,0,612.6263671336662,1235.2527342673325
pozawsex,12.93919998846,1.3874967790476838,0.054677700165117374,0,724.8722546893187,1459.7445093786373
x6dpln84,7.627312682002199,0.39924591963839345,0.05836464525209012,0,718.4756330660357,1446.9512661320714
habsbkg8,0.7914734688206772,0.052867922193486475,0.026090146060608624,0,421.18358137759054,852.3671627551811
bwqgpbqs,10.83178365797404,0.03430331635929502,0.07147525760361802,0,793.7997192995393,1597.5994385990787
g7fyw8y5,0.7231704636441181,0.3500270767123652,0.06815160551815325,0,723.7494741914409,1457.4989483828817
ufhuoag2,0.7850029611006992,0.3482583058134241,0.06490551409552782,0,616.959874119791,1243.919748239582
a2taqc42,4.287288399035706,0.07551174649191728,0.05763455496572756,0,586.0236780502455,1182.047356100491
9458jtjx,9.048738131609028,0.006737946999085467,0.08601660344232856,0,1017.2343227398799,2044.4686454797597
0xupal5x,13.367225820158195,0.6749474148781378,0.05135444751431696,0,638.749605250675,1287.49921050135
ed8jkb7x,1.8586015323282357,0.006737946999085473,0.047239362779313745,0,604.9515184057444,1219.9030368114888
82cr1h80,0.5571103731570426,0.5415529886161856,0.10458319035761307,0,769.9279491401335,1549.855898280267
25a8lb6z,12.231211315022435,0.006737946999085467,0.05440239317181447,0,654.2300532052716,1318.4601064105432
rw6tkw7n,0.9698370177891099,0.28174882428953285,0.06765425076756562,0,710.6999013662778,1431.3998027325556
6tdbftwn,15.127865258595413,0.8176899686734797,0.07649186554485116,0,794.5917211982241,1599.1834423964483
