subjectID, l_fit, beta, tau, phi, NLL
q657w3bx,2.036829695605221,0.0067379469990948085,0.029820748355003715,0.02515173080873309,2075.4456470808623
vycl1zhc,1.250563883705011,0.0067379469990854705,0.02549356944471332,0.037337048277418385,1595.2669329143353
jwdsedgu,4.151507108905493,0.006737946999085467,0.22982919876517904,0.23719671035108053,3466.819798419418
b95mng52,0.343527011240371,0.006737946999263904,0.021881331742848772,0.02879763648513202,1769.9190173902173
0lvykqjq,0.39276097881891325,0.006737946999085467,0.03077644983650409,0.037395996591465586,1866.1700377812874
z0cycwmr,0.34431395711655055,0.00673794699908588,0.025111374676740197,0.021817327741064912,2458.454709563028
eyjl6nlh,0.6033577878079401,0.006737946999089401,0.03508622296458365,0.057219526437777224,1777.4314292602483
je972k7f,10.598226368501956,0.006737946999085467,0.6531974236350698,0.772578511426635,3387.6086451505003
x3suumw2,2.4145201249152644,0.006737946999085467,0.09995496749363152,0.12523957499681954,3080.8608433921045
t1cuv6ul,1.5346334680492246,0.006737946999090057,0.03274730821284402,0.03260937000650718,2648.0502054756766
su6jufgg,1.5906768133876066,0.006737946999088412,0.023023417738552505,0.027318747157267134,1486.74269913108
13b88a7t,5.225025810253912,0.006737947006923144,0.027395107715798866,0.020920024738714404,2886.0961119662684
3kzm2l3d,1.0880834630039184,0.006737946999717864,0.015039752255071842,0.016550259256095542,1417.307835704221
o4ft3bcn,0.32691565011577545,0.006737946999091667,0.03397202607556428,0.03422897157484693,2375.4991600925023
09xteqjn,0.8335732182536317,0.006737946999125027,0.022043998743907306,0.02274323905259397,1679.8642937581396
px4hz1np,0.28346155968833664,0.006737946999085467,0.02175320069575414,0.019724875722012123,1887.5558643062407
xq1002d0,0.5164035942374958,0.006737946999220681,0.02623123699765739,0.03433063818628871,1531.0715178595597
891hh3ok,0.7541714852759847,0.006737946999085925,0.039782514950520334,0.05309304155490421,2102.8173087878818
ho4clsx6,0.5886051722423548,0.006737946999095324,0.02636050574993301,0.04030838679082635,1482.903119902412
yedbsv8m,2.3239669342170806,0.006737946999098214,0.03751123537598352,0.04115073347343562,1400.2039928625009
qteoc9yq,0.5148870643331829,0.006737946999085467,0.04685709195348825,0.04067064165058722,2021.4267187174305
tfo25hg6,0.33008115095587803,0.006737946999085467,0.012562260652406522,0.014128119773924523,898.9804449539348
2afofhvb,0.4445624052406163,0.006737946999121329,0.006737946999085467,0.007755057020194189,291.69666552456124
q657w3bx,2.0509584711813167,0.006737946999112078,0.029840745427647287,0.02523862678684277,1503.6815062841283
vycl1zhc,1.2771041785032202,0.006737946999085898,0.025882899964962867,0.038216003934904125,1154.3266287315241
stuh07oj,15.563177778295378,0.0067379469990854705,0.14287380637038308,0.167384273999449,2235.3300335449203
0lvykqjq,0.38914696966927,0.006737946999085467,0.03094497755178191,0.03762464286905137,1111.428052503015
x3suumw2,2.4559172527043938,0.006737946999085467,0.09904327713083076,0.1237350027299054,2051.58690796145
z0cycwmr,0.34452341303178546,0.006737946999089773,0.025124024995157486,0.021347717873207037,1554.653276896735
tjcjjebm,1.3892670116046906,0.006737946999085467,0.017390978210356046,0.026393367973566693,696.2676902053165
jwdsedgu,4.157078981094109,0.006737946999085467,0.23040936596955128,0.2363094773052409,2327.2452186084793
tjuse8lf,1.7950130981144763,0.006737946999085467,0.02884616165710252,0.02599073116982826,1361.987536796351
t1cuv6ul,1.5719098261674402,0.006737946999117457,0.03335187472952787,0.03329553380774383,1820.2206359473885
b95mng52,0.344639658853946,0.006737947000283794,0.021902119267059296,0.028625703751288034,1242.830633789378
9x82tfkx,1.8572779086231146,0.006737946999087849,0.030598136963167474,0.02993299410686983,1277.7946200462486
wy58v2u3,0.964938452971504,0.0067379469990857515,0.016142380895951748,0.024088401258333145,501.371883500481
su6jufgg,1.5842936175558306,0.006737946999085467,0.022770652372581406,0.027140582449970415,1062.8184206495484
3lreml0m,1.6319430651735227,0.006737946999085467,0.044537145167309944,0.026744049477218965,1883.9688849170777
eyjl6nlh,0.6039008574888414,0.0067379469992316626,0.03514637328112579,0.05720236640675383,1151.3276165620941
13b88a7t,5.348073355806459,0.006737946999085467,0.02719118685489094,0.020831470852055334,1950.5889597743478
je972k7f,10.562686923957749,0.006737946999085467,0.6553209356807893,0.7786006115440176,2255.6148822765135
3kzm2l3d,1.1368671633156668,0.006737946999384719,0.014948870416304818,0.016509756934292193,1100.6676874718964
telhn8yv,1.7625529296626539,0.006737946999085473,0.01830154994201901,0.025868684890488224,997.1987534385514
o4ft3bcn,0.33074602726156455,0.006737946999093468,0.034311929391658176,0.03479444898395634,1484.8566946953272
kkmo4vcy,1.0893918161820955,0.006737946999205118,0.025172582579923445,0.02508379417576831,1282.0639246496962
tvfjsmy7,1.8709917795420385,0.006737946999085479,0.039808557955372255,0.04352873874009193,1497.8953049615789
5arrkqh8,1.1658836155324026,0.006737946999091326,0.026539827563886342,0.01349464060680669,1253.7468124102375
1qchwhpj,1.5733536329692015,0.006737946999085512,0.0813075545053272,0.09147609777605423,2177.241722074886
sjogef5y,0.28696351762914507,0.006737946999085467,0.02151274508978355,0.02489527283930784,1378.679822028644
hsac5l5n,0.29454584298464237,0.00673794699966062,0.024834574171840363,0.02761404669904275,1418.801474726926
09xteqjn,0.8397349084884118,0.006737946999109351,0.022196974468875155,0.022732007042548796,1016.5648997015559
zt8zaosl,1.9101695736835402,0.006737946999085569,0.017487123585385,0.021718842506949883,1232.0501037901422
49te4nmn,0.6319355359618388,0.006737946999085467,0.045860142822967534,0.07418338326476666,1176.1221756778555
r4pendb6,1.7507470107565941,0.006737946999085476,0.11851194132928479,0.15586012772597824,2124.7732538218315
px4hz1np,0.2833679636799279,0.006737946999171447,0.021607744138525224,0.019690833556691177,1224.742072782324
0u4udut6,2.0738534497251773,0.006737946999085467,0.0492268000274098,0.06726222671484966,1473.9046353095582
xq1002d0,0.5168395280149602,0.006737946999104917,0.026838470843340734,0.034942162870337044,1199.8647452912323
vo0jdo2s,0.31787553773786914,0.006737946999126763,0.026635485535866248,0.03500205890242389,1817.8408189624424
891hh3ok,0.7593862451492142,0.006737946999085467,0.040121057642589636,0.05396145683289014,1399.493814002443
u5czu3x2,0.7181092810106235,0.006737946999500989,0.03808543445472817,0.0576167476330221,1446.1246706393993
227kvvc9,2.283099548899795,0.006737946999085467,0.04658013052434847,0.055730316293893786,1569.1810053840277
ho4clsx6,0.5201149502069078,0.006737946999085467,0.026565281142659387,0.040991235119410795,917.9069058511425
oxycjd7q,1.6823866974151471,0.006737946999085467,0.03286004686062793,0.024388816148099,1384.211223170665
