"","X","subjectID","l_fit","beta","tau","phi","block_nr","trial_nr","initial_opened","selected_choice","reward","average_reward","initial_opened_value","selected_choice_value","type","rewarded","trial_nr_c","block_nr_c","animal_opened","animal","prev_reward","distance_prev","distance","new_click","HV_click","logtrial","logdistance","logdistance_prev","loground","prev_reward_c","rres"
"19987",19987,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,21,15,121,350,60.5905904641438,50.6210205853389,"donkey","reptile","sell",TRUE,5,6.5,"donkey","reptile",60.7481793416168,0,0,FALSE,TRUE,0.76654869649528,0,0,0.720485120547201,0.653616242318221,23.9228439162785
"19988",19988,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,21,16,121,350,62.734185722745,51.2939742040836,"donkey","reptile","sell",TRUE,6,6.5,"donkey","reptile",60.5905904641438,0,0,FALSE,TRUE,0.842528856994034,0,0,0.720485120547201,0.643663346747876,23.7652550388055
"19989",19989,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,21,17,121,429,51.3690727891614,51.297926761193,"donkey","turtle","sell",TRUE,7,6.5,"donkey","turtle",62.734185722745,3.2141,3.2141,TRUE,FALSE,0.914164857801813,0.624704837141303,0.624704837141303,0.720485120547201,0.779047138396491,25.9088502974068
"19990",19990,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,21,18,121,407,32.7800876384838,50.3720348050575,"donkey","swordfish","sell",TRUE,8,6.5,"donkey","swordfish",51.3690727891614,6.1055,7.7602,TRUE,FALSE,0.981926701533818,0.942514021454023,0.851594643783638,0.720485120547201,0.061256746162052,14.5437373638231
"19991",19991,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,21,19,121,357,30.6184057918443,49.4313858044283,"donkey","sable","sell",TRUE,9,6.5,"donkey","sable",32.7800876384838,7.2259,7.5567,TRUE,FALSE,1.04621201372721,0.932306305785189,0.915183425606882,0.720485120547201,-1.11277425735898,-4.04524778685451
"19992",19992,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,21,20,121,6,49.2780475769488,49.4244158849975,"donkey","anemone","sell",TRUE,10,6.5,"donkey","anemone",30.6184057918443,5.6538,6.8127,TRUE,FALSE,1.10736018081316,0.892801148148561,0.823069742700256,0.720485120547201,-1.24930034994187,-6.20692963349397
"19993",19993,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,0,171,344,1.14940643201202,27.9388807621888,"gorilla","raccoon","sell",TRUE,-10,7.5,"gorilla","raccoon",54.7283550923656,5.7626,5.7626,TRUE,FALSE,-2.70830574054639,0.830113700166691,0.830113700166691,0.773647463546823,0.27342010750604,17.9030196670273
"19994",19994,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,1,171,91,50.7468260304612,35.5415291849463,"gorilla","colt","sell",TRUE,-9,7.5,"gorilla","colt",1.14940643201202,7.7408,7.4049,TRUE,FALSE,-1.83959213128597,0.924532550648001,0.941551183170507,0.773647463546823,-3.11048419676007,-35.6759289933263
"19995",19995,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,2,171,63,39.4364893693287,36.5152692310419,"gorilla","capybara","sell",TRUE,-8,7.5,"gorilla","capybara",50.7468260304612,6.7789,3.9025,TRUE,FALSE,-1.3314272460025,0.690417602339822,0.890918188544248,0.773647463546823,0.0219572911012714,13.9214906051229
"19996",19996,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,3,171,387,39.2511984896999,37.0624550827735,"gorilla","songbird","sell",TRUE,-7,7.5,"gorilla","songbird",39.4364893693287,4.0574,6.4825,TRUE,FALSE,-0.970878522025556,0.874046725512229,0.70392730422039,0.773647463546823,-0.692373577033617,2.61115394399042
"19997",19997,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,4,171,406,45.6539743697997,38.4943749639445,"gorilla","swan","sell",TRUE,-6,7.5,"gorilla","swan",39.2511984896999,2.3848,5.9453,TRUE,FALSE,-0.691215204793625,0.841691009689279,0.529533012323238,0.773647463546823,-0.704076057593511,2.42586306436157
"19998",19998,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,5,171,245,24.9920348916297,36.5654692393281,"gorilla","lobster","sell",TRUE,-5,7.5,"gorilla","lobster",45.6539743697997,6.721,9.0234,TRUE,FALSE,-0.46271363674208,1.00101506192783,0.887673552454447,0.773647463546823,-0.299693713377163,8.82863894446142
"19999",19999,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,6,171,14,45.1134139281606,37.6339623254322,"gorilla","argali","sell",TRUE,-4,7.5,"gorilla","argali",24.9920348916297,8.8897,7.4161,TRUE,FALSE,-0.269518313730731,0.925110887122185,0.995183117651712,0.773647463546823,-1.60464701468003,-11.8333005337086
"20000",20000,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,7,171,267,23.6558492818545,36.0808386539236,"gorilla","mink","sell",TRUE,-3,7.5,"gorilla","mink",45.1134139281606,4.5434,6.0728,TRUE,FALSE,-0.102164912765138,0.849591377561531,0.743776217492886,0.773647463546823,-0.333834077287139,8.28807850282237
"20001",20001,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,8,171,427,30.6329683723289,35.5360516257641,"gorilla","tuna","sell",TRUE,-2,7.5,"gorilla","tuna",23.6558492818545,6.8728,8.7576,TRUE,FALSE,0.0454512485413952,0.989343010809105,0.896129218798853,0.773647463546823,-1.68903695418555,-13.1694861434837
"20002",20002,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,9,171,93,29.1333442070821,34.9539873149748,"gorilla","constrictor","sell",TRUE,-1,7.5,"gorilla","constrictor",30.6329683723289,8.2013,4.8807,TRUE,FALSE,0.177498404466793,0.769429024722935,0.963849190708732,0.773647463546823,-1.2483806159789,-6.19236705300933
"20003",20003,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,10,171,298,50.8001376682316,36.2744998444129,"gorilla","oryx","sell",TRUE,0,7.5,"gorilla","oryx",29.1333442070821,6.2696,5.4347,TRUE,FALSE,0.296949586869625,0.808528303939444,0.861510515044462,0.773647463546823,-1.34309290120362,-7.69199121825616
"20004",20004,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,11,171,151,29.3613601220239,35.7427198657676,"gorilla","fox","sell",TRUE,1,7.5,"gorilla","fox",50.8001376682316,5.7787,5.2698,TRUE,FALSE,0.405999972518338,0.797253687516248,0.831146414079443,0.773647463546823,0.0253243127586447,13.9748022428933
"20005",20005,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,12,171,406,46.9636300705073,36.5442134518204,"gorilla","swan","sell",TRUE,2,7.5,"gorilla","swan",29.3613601220239,3.084,5.7261,FALSE,FALSE,0.50631660285056,0.827763319880988,0.611085733414873,0.773647463546823,-1.32869202072156,-7.46397530331439
"20006",20006,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,13,171,248,29.0682836959173,36.0458181347602,"gorilla","lynx","sell",TRUE,3,7.5,"gorilla","lynx",46.9636300705073,5.6898,4.2434,TRUE,FALSE,0.599195295529687,0.719612989730973,0.825413134181165,0.773647463546823,-0.216979332570164,10.138294645169
"20007",20007,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,14,171,230,46.1798240191714,36.6791935025359,"gorilla","langur","sell",TRUE,4,7.5,"gorilla","langur",29.0682836959173,6.6167,3.9621,TRUE,FALSE,0.685663289750269,0.695665512255936,0.881766850314354,0.773647463546823,-1.34720195054619,-7.75705172942097
"20008",20008,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,15,171,249,38.8394790005637,36.806269120067,"gorilla","macaque","sell",TRUE,5,7.5,"gorilla","macaque",46.1798240191714,3.6865,4.6598,TRUE,FALSE,0.76654869649528,0.752801084822366,0.670848621362285,0.773647463546823,-0.266482444093288,9.35448859383317
"20009",20009,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,16,171,224,45.5844549001523,37.2939461078495,"gorilla","koala","sell",TRUE,6,7.5,"gorilla","koala",38.8394790005637,3.7076,4.101,TRUE,FALSE,0.842528856994034,0.707655323531187,0.672799554177161,0.773647463546823,-0.73007916863382,2.01414357522538
"20010",20010,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,17,171,163,58.0992174989789,38.3889603915931,"gorilla","giraffe","sell",TRUE,7,7.5,"gorilla","giraffe",45.5844549001523,3.8069,2.2632,TRUE,FALSE,0.914164857801813,0.513643692309038,0.681865087408462,0.773647463546823,-0.304084378712191,8.75911947481399
"20011",20011,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,18,171,298,51.4065997182156,39.0398423579243,"gorilla","oryx","sell",TRUE,8,7.5,"gorilla","oryx",58.0992174989789,4.3763,4.3763,FALSE,FALSE,0.981926701533818,0.730483494552731,0.730483494552731,0.773647463546823,0.486314837470538,21.2738820736406
"20012",20012,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,19,171,60,62.8193611458752,40.1722003954457,"gorilla","camel","sell",TRUE,9,7.5,"gorilla","camel",51.4065997182156,4.9554,3.9071,TRUE,FALSE,1.04621201372721,0.690824908399842,0.774910936592713,0.773647463546823,0.0636268474784694,14.5812642928773
"20013",20013,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,22,20,171,60,62.0031766879978,41.1645174996526,"gorilla","camel","sell",TRUE,10,7.5,"gorilla","camel",62.8193611458752,0,0,FALSE,TRUE,1.10736018081316,0,0,0.773647463546823,0.784426592233386,25.9940257205369
"20014",20014,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,0,56,357,19.6103217536293,31.0625168014332,"butterfly","sable","sell",TRUE,-10,8.5,"butterfly","sable",42.514711849237,5.7482,5.7482,TRUE,FALSE,-2.70830574054639,0.829187945524857,0.829187945524857,0.824546881000929,-0.497961208749163,5.68937642389875
"20015",20015,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,1,56,148,18.5592951497882,26.8947762508848,"butterfly","flea","sell",TRUE,-9,8.5,"butterfly","flea",19.6103217536293,5.3848,5.1826,TRUE,FALSE,-1.83959213128597,0.791171149553669,0.80514729780041,0.824546881000929,-1.94454174399712,-17.215013671709
"20016",20016,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,2,56,193,37.6790465045923,29.5908438143117,"butterfly","heron","sell",TRUE,-8,8.5,"butterfly","heron",18.5592951497882,7.2096,3.6814,TRUE,FALSE,-1.3314272460025,0.670375750798652,0.91432199731131,0.824546881000929,-2.01092179693884,-18.2660402755501
"20017",20017,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,3,56,168,30.7591672433624,29.8245085001219,"butterfly","goldfish","sell",TRUE,-7,8.5,"butterfly","goldfish",37.6790465045923,5.5371,4.4082,TRUE,FALSE,-0.970878522025556,0.733052743823058,0.815385128551051,0.824546881000929,-0.80336900757449,0.853711079254019
"20018",20018,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,4,56,329,37.0059758723749,31.0214197288307,"butterfly","porpoise","sell",TRUE,-6,8.5,"butterfly","porpoise",30.7591672433624,3.9971,4.654,TRUE,FALSE,-0.691215204793625,0.752355804153501,0.698718040459925,0.824546881000929,-1.24041022996795,-6.06616818197586
"20019",20019,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,5,56,250,41.7220751078471,32.5500847829759,"butterfly","macaw","sell",TRUE,-5,8.5,"butterfly","macaw",37.0059758723749,4.6596,4.4057,TRUE,FALSE,-0.46271363674208,0.732851940001292,0.752785737914157,0.824546881000929,-0.84587836370004,0.180640447036645
"20020",20020,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,6,56,82,34.2689586810319,32.7649440202329,"butterfly","cicada","sell",TRUE,-4,8.5,"butterfly","cicada",41.7220751078471,5.7334,2.472,TRUE,FALSE,-0.269518313730731,0.540579716504454,0.82823441465104,0.824546881000929,-0.548022043236826,4.89673968250879
"20021",20021,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,7,56,447,40.0980602258143,33.5797347097419,"butterfly","wolf","sell",TRUE,-3,8.5,"butterfly","wolf",34.2689586810319,7.1812,6.4096,TRUE,FALSE,-0.102164912765138,0.869794763649818,0.912817009680567,0.824546881000929,-1.01874111084628,-2.55637674430643
"20022",20022,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,8,56,301,53.8779000762906,35.6095512463968,"butterfly","otter","sell",TRUE,-2,8.5,"butterfly","otter",40.0980602258143,5.8845,4.1277,TRUE,FALSE,0.0454512485413952,0.709922608524059,0.837872404269612,0.824546881000929,-0.650590516245508,3.27272480047598
"20023",20023,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,9,56,301,53.0995403744029,37.1995502580337,"butterfly","otter","sell",TRUE,-1,8.5,"butterfly","otter",53.8779000762906,0,0,FALSE,TRUE,0.177498404466793,0,0,0.824546881000929,0.219707624125224,17.0525646509523
"20024",20024,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,10,56,394,33.5774554410886,36.8977090232883,"butterfly","squirrel","sell",TRUE,0,8.5,"butterfly","squirrel",53.0995403744029,4.6208,4.6208,TRUE,FALSE,0.296949586869625,0.74979813244795,0.74979813244795,0.824546881000929,0.170548489589349,16.2742049490646
"20025",20025,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,11,56,23,45.1814795279469,37.5349221390313,"butterfly","basilisk","sell",TRUE,1,8.5,"butterfly","basilisk",33.5774554410886,5.371,6.701,TRUE,FALSE,0.405999972518338,0.886547123391106,0.804207605082041,0.824546881000929,-1.06241462159192,-3.24787998424966
"20026",20026,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,12,56,192,23.1646395977166,36.5084733860802,"butterfly","hen","sell",TRUE,2,8.5,"butterfly","hen",45.1814795279469,5.6176,6.2359,TRUE,FALSE,0.50631660285056,0.859492556287792,0.820700512741811,0.824546881000929,-0.329535234516831,8.35614410260865
"20027",20027,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,13,56,116,40.9079218758242,36.8017699520632,"butterfly","dodo","sell",TRUE,3,8.5,"butterfly","dodo",23.1646395977166,5.0278,5.4062,TRUE,FALSE,0.599195295529687,0.806600493107152,0.780158834163938,0.824546881000929,-1.72006045513158,-13.6606958276217
"20028",20028,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,14,56,276,36.4647583160977,36.7807067248153,"butterfly","mosquito","sell",TRUE,4,8.5,"butterfly","mosquito",40.9079218758242,7.4764,6.5731,TRUE,FALSE,0.685663289750269,0.879273691561369,0.928211442811508,0.824546881000929,-0.599441802210429,4.08258645048591
"20029",20029,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,15,56,373,41.0820325624064,37.0337258917324,"butterfly","shrew","sell",TRUE,5,8.5,"butterfly","shrew",36.4647583160977,6.0102,5.1211,TRUE,FALSE,0.76654869649528,0.786829474596955,0.845730408502655,0.824546881000929,-0.880060229227875,-0.360577109240623
"20030",20030,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,16,56,109,46.4958481779362,37.5593993520771,"butterfly","cuttlefish","sell",TRUE,6,8.5,"butterfly","cuttlefish",41.0820325624064,5.9255,5.542,TRUE,FALSE,0.842528856994034,0.815710539788963,0.840451133606822,0.824546881000929,-0.588445432993126,4.25669713706808
"20031",20031,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,17,56,229,45.3850256819034,37.9712744220679,"butterfly","lamprey","sell",TRUE,7,8.5,"butterfly","lamprey",46.4958481779362,5.5354,5.2569,TRUE,FALSE,0.914164857801813,0.796359213984195,0.815272173779829,0.824546881000929,-0.246523196332096,9.67051275259794
"20032",20032,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,18,56,428,-0.309348557698915,36.0572432730796,"butterfly","turkey","sell",TRUE,8,8.5,"butterfly","turkey",45.3850256819034,6.365,7.1446,TRUE,FALSE,0.981926701533818,0.910869759969448,0.86717275117865,0.824546881000929,-0.316679799243987,8.55969025656514
"20033",20033,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,19,56,290,58.0429753259207,37.1041828946435,"butterfly","nyala","sell",TRUE,9,8.5,"butterfly","nyala",-0.309348557698915,8.0598,6.6671,TRUE,FALSE,1.04621201372721,0.884631127683647,0.957118610496338,0.824546881000929,-3.20261529324434,-37.1346839830372
"20034",20034,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,23,20,56,290,57.3675974576509,38.025247192962,"butterfly","nyala","sell",TRUE,10,8.5,"butterfly","nyala",58.0429753259207,0,0,FALSE,TRUE,1.10736018081316,0,0,0.824546881000929,0.48276273097626,21.2176399005824
"20035",20035,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,24,0,302,233,71.8872246245776,49.0540243201236,"owl","leech","sell",TRUE,-10,9.5,"owl","leech",26.2208240156696,7.4096,7.4096,TRUE,FALSE,-2.70830574054639,0.924775339207649,0.924775339207649,0.873368181869625,-1.52703995239456,-10.6045114096687
"20036",20036,32,2.62857979989209,0.0067379469990854,0.026682169469705,0.0154968353334764,24,1,302,233,71.7306460897427,56.61289824333,"owl","leech","sell",TRUE,-9,9.5,"owl","leech",71.8872246245776,0,0,FALSE,TRUE,-1.83959213128597,0,0,0.873368181869625,1.35712880127812,35.0618891992393
