"","X","subjectID","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","bonus","trials","slope_score","slope_novel","slope_dprev","slope_dhv","slope_dprew"
"82",82,"okkwdmuz",2.24285714285714,2.55238095238095,26,26,180,51.9136363636364,0.461236363636365,210,0.568651308323534,-0.108668907479275,-0.0102008905970588,-0.0926337165951847,-1.05175597713888
"83",83,"gjx1xqve",1.2,1.29047619047619,59,59,133,52.6227272727272,0.48392727272727,210,1.18601333473064,-0.247944915569078,-0.0987567126535724,-0.160737439874965,-1.44867827323773
"84",84,"f2u49qkb",3.75714285714286,2.5,49,49,151,39.2909090909091,0.0573090909090914,210,-0.058556907279657,-0.032739828733775,-0.00129032231298905,0.0286396910009946,-0.962904691562775
"85",85,"r95qjqzn",3.71904761904762,3.05238095238095,12,12,193,44.1681818181818,0.213381818181818,210,0.224593750942879,0.0293582853064912,0.0032936379705,-0.010093747191076,1.4030334445609
"86",86,"ws26lh5t",0.919047619047619,1.09047619047619,131,131,77,54.2272727272728,0.535272727272729,210,0.904044460927737,-0.288272707290236,-0.0976989290758396,-0.122166820809217,-1.50846342843599
"87",87,"8scmmnfe",1.40952380952381,1.68095238095238,100,100,110,60.5636363636362,0.738036363636358,210,0.986184009166356,-0.0820847395870575,-0.00467425251420704,-0.0345901682478642,-0.453049889326233
"88",88,"dd2vv1pc",1.54285714285714,1.15714285714286,144,144,64,56.5363636363636,0.609163636363635,210,1.20879181066015,-0.291307334983878,-0.205967016613493,-0.263176150917841,-1.23520515245649
"89",89,"qnvv8yqa",3.88571428571429,1.91428571428571,3,3,199,42.4181818181818,0.157381818181818,210,1.20230976522123,-0.440731762920329,-0.170861920880316,-0.30568317106574,-1.72053078789095
"90",90,"9dj4jlkr",1.93809523809524,1.99047619047619,8,8,198,53.9590909090908,0.526690909090905,210,-0.034026093452032,-0.459820320396245,-0.0788982587787238,-0.0336668921498629,-0.0623484880212557
"91",91,"226lmynp",1.66666666666667,1.68095238095238,137,137,68,58.8863636363637,0.684363636363638,210,0.0982339848383719,0.00193174448477948,0.00355396094956302,0.0021320440844593,-1.79715226615677
"92",92,"s0k86u6z",1.77619047619048,1.5047619047619,14,14,181,45.8954545454546,0.268654545454547,210,-0.410583567048538,0.0770129282697098,0.0174043902179732,0.0345474426001181,-0.0452292106646841
"93",93,"7lf01veg",2.3,2.76666666666667,6,6,203,56.190909090909,0.598109090909088,210,0.211983074813378,0.0627217686648851,0.0240310304142437,0.0303130736561711,-1.33412625268954
"94",94,"t05dwmza",1.14285714285714,1.33333333333333,92,92,116,57.9636363636365,0.654836363636368,210,0.296074849249966,-0.0781666814674033,0.0147415420963882,0.0111230425178912,-1.48083742438985
"95",95,"nuy037dr",1.6,1.23809523809524,61,61,123,52.6499999999999,0.484799999999997,210,0.236337276071669,-0.0861794229064619,-0.0345048909369061,-0.0108447936165903,-1.44595331703433
"96",96,"rp6yd4ek",2.08095238095238,1.95714285714286,6,6,198,49.2999999999998,0.377599999999993,210,0.247922966202384,-0.0207867331300257,-0.0163683688027871,-0.0046795970131769,-1.51668263201399
"97",97,"zaycgqlg",1.92857142857143,2.22380952380952,4,4,203,58.3,0.6656,210,-0.033999387484454,-0.0474662880416117,0.00470096503306471,0.00187596461738818,-1.61386825079572
"98",98,"wgsfuezt",2.6047619047619,3.21428571428571,0,0,210,52.4181818181817,0.477381818181814,210,0.157421635181079,-0.0448788196286238,-0.0339929490208001,-0.0319965825073051,-1.63087575255
"99",99,"sjses643",3.01904761904762,3.51428571428571,32,32,175,51.2318181818182,0.439418181818182,210,1.13537825457847,-0.291013760514325,-0.205335991464957,-0.262679314239414,-1.06241830455888
"100",100,"4m8m3pah",2.37142857142857,2.02380952380952,7,7,192,49.6318181818183,0.388218181818185,210,0.819431497281828,-0.228921622579178,-0.139261419938902,-0.173307804257687,-1.42990844483037
"101",101,"araqn644",3.34285714285714,2.96666666666667,0,0,209,50.3863636363636,0.412363636363635,210,0.00562548684054831,-0.00793281015515854,0.0016777707032414,0.00544827480067327,-1.35553753485093
"102",102,"lp2mqb2q",1.8952380952381,2.16666666666667,94,94,115,62.9454545454546,0.814254545454547,210,0.701485712110434,-0.0967170740427624,-0.0295318102434335,-0.0254958990577923,-1.09389451488372
"103",103,"93cyuzq9",3.48095238095238,3.27142857142857,0,0,208,46.390909090909,0.284509090909088,210,0.187151412606729,-0.0805748978341283,-0.0123136806857034,0.00312981519778605,-1.30849865863804
"104",104,"dl4eyqbx",2.27142857142857,2.6,0,0,210,53.5500000000001,0.513600000000003,210,0.873265091852674,0.0398963533641765,0.00199123418612604,-0.0128264258726504,-0.281735371681677
"105",105,"70k36ppc",1.83333333333333,2.24761904761905,92,92,117,58.5136363636365,0.672436363636368,210,0.708756172438064,-0.328594576310159,-0.0619497709946053,-0.155694086577534,-1.38206728807733
"106",106,"on1bl8yv",1.93809523809524,2.65238095238095,50,50,157,56.2272727272728,0.599272727272729,210,0.577361427606953,-0.361423597424254,-0.199248067661336,-0.275099938589989,-1.21808021117063
"107",107,"pcxgxry4",1.01904761904762,1.41904761904762,100,100,109,62.8272727272727,0.810472727272727,210,0.87152111226962,-0.0588016938072186,-0.0125982307299183,-0.0331055266171188,-0.974616523712696
"108",108,"1y6254d1",1.61428571428571,1.89047619047619,110,110,100,56.3727272727273,0.603927272727273,210,1.09394239306462,-0.583747812611049,-0.278614355300455,-0.331686940045622,-1.87926917120679
"109",109,"2fnxwnvs",2.63809523809524,2.3,13,13,186,53.2409090909089,0.503709090909085,210,0.919192035896365,-0.295191700770847,-0.199756129172352,-0.273433536214607,-1.74437477397449
"110",110,"4jsxpoh0",3.26190476190476,3.0047619047619,4,4,201,53.4363636363637,0.509963636363638,210,1.14704541833243,-0.203066169710306,-0.142224395001947,-0.190113540150632,-1.4833435136989
