"","X","subjectID","score","variation","variationR","bonus","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","trials","slope_score","slope_novel","slope_dprev","slope_dhv","slope_dprew"
"269",269,"wwko8kyp",56.3272727272727,82,62,0.90370909090909,1.44290285714286,2.37841333333333,130,126,80,210,0.898634941547478,-0.21040036593107,-0.215533815747503,-0.23019235045019,-1.2455128588919
"270",270,"5rznm5yj",44.8636363636365,10,5,0.353454545454552,0.881495714285714,0.666860952380952,195,166,15,210,0.573174928689503,-0.415015461329059,-0.275194510178304,-0.253173415328869,-0.53089338217767
"271",271,"s8h1cm8g",38.2954545454545,43,26,0.0381818181818161,0.56871619047619,0.537321904761905,188,173,22,210,0.830900983943457,-0.289735241342174,-0.200539688372833,-0.264155728544931,-0.998366368718369
"272",272,"61xzgaxv",46.7681818181818,49,39,0.444872727272726,1.23540285714286,1.68214857142857,147,146,63,210,0.834072770932957,-0.257260789903165,-0.238651497579377,-0.257002256808538,-1.55956766473446
"273",273,"ee94749o",41.5545454545455,148,102,0.194618181818184,4.43670857142857,4.38417952380952,9,6,201,210,-0.129492325247417,-0.0910646583920771,0.00284140754467363,0.000197900759141473,-0.229599306888421
"274",274,"jf4v1x62",53.2318181818183,96,60,0.755127272727278,2.10194904761905,2.52013285714286,111,108,99,210,0.949621928542577,-0.259371201778431,-0.220270664837002,-0.261849127274473,-1.14457139822938
"275",275,"6m0o03dt",50.3272727272727,111,78,0.61570909090909,3.35962428571429,3.8802019047619,47,45,163,210,0.755759543927155,-0.336813091291687,-0.278081530236218,-0.248242130237616,-0.330700900262892
"276",276,"monmh9op",52.7636363636364,38,23,0.732654545454547,1.74674380952381,1.87200428571429,138,137,72,210,0.159830873685346,-0.0458114288733817,-0.000694204737197779,-0.00307276182629232,-0.464249447112546
"277",277,"03j0v0fr",51.7681818181818,77,65,0.684872727272727,1.54269523809524,1.98125523809524,126,126,84,210,-0.155303635770069,-0.123675759885387,-0.0038364553418416,-0.0140599814289381,-0.11085415371229
"278",278,"m14rv4c6",49.7727272727271,53,47,0.589090909090901,1.73129047619048,2.26190380952381,137,130,73,210,0.763843666482218,-0.338367933774748,-0.282997421278367,-0.275580865621887,-0.913422687614723
"279",279,"g6wnnphn",47.0045454545453,88,61,0.456218181818175,3.65504142857143,4.73937333333333,51,40,159,210,0.711057520487459,-0.34269718261468,-0.240978565384969,-0.246553062815923,-0.98319697632923
"280",280,"09galsz1",41.0045454545456,94,79,0.168218181818189,5.37661047619048,4.62334523809524,1,0,209,210,0.854228130909006,-0.432901546981385,-0.316692398678944,-0.29867353937694,-1.71504168603178
"281",281,"exjk19br",48.5636363636364,32,27,0.531054545454548,1.49538619047619,1.62194714285714,155,136,55,210,0.734948489629104,-0.297766657580792,-0.207255676655984,-0.185962907053445,-1.12714110776524
"282",282,"p3ezjn8p",41.4272727272728,37,31,0.188509090909095,3.00706380952381,3.39822619047619,107,78,103,210,0.335222555730418,-0.358761531731125,-0.174788978043554,-0.101079581659915,-0.114914792459745
"283",283,"fsg5svwk",45.1318181818182,18,12,0.366327272727274,0.895600476190476,0.492687619047619,201,178,9,210,0.0340995308354933,-0.446099121835136,-0.0156642783949394,-0.0154497333763928,-0.0385589312784507
"284",284,"k4d2pfxy",48.25,105,68,0.516,1.42251,1.79570095238095,134,132,76,210,0.986009396497028,-0.33613583007124,-0.249976056455586,-0.253889024467143,-1.02892846681952
"285",285,"alxj0qfx",46.859090909091,71,57,0.449236363636368,3.26407333333333,3.26593476190476,73,70,137,210,0.0351505523501977,-0.123108860338332,0.00150354107917397,-0.00727315112675311,-0.0346891226534334
"286",286,"nn1o0o34",54.840909090909,68,52,0.832363636363632,1.32458047619048,1.91993523809524,138,137,72,210,0.868963188485785,-0.548888022963157,-0.322384870376753,-0.329851210624873,-1.20160993949222
"287",287,"z7gxue2j",45.8363636363636,64,54,0.400145454545453,3.43637666666667,3.80418761904762,73,57,137,210,0.748822090052543,-0.299704754295391,-0.190647638893042,-0.176359892145998,-1.03779582784252
"288",288,"sck3cnjx",49.0818181818183,64,45,0.555927272727278,2.44891571428571,3.23979095238095,111,96,99,210,0.582345330471539,-0.156854976207662,-0.0159039999098954,-0.105151190528409,-0.494048696368092
"289",289,"g9dw2qc8",48.4409090909092,27,25,0.525163636363642,0.604538095238095,0.73585380952381,181,181,29,210,0.882183980786944,-0.0746006650953937,-0.118692094603866,-0.0951729617268093,-1.25988117926446
"290",290,"kj0ua3s9",36.6181818181817,113,86,0,4.3875219047619,4.13869761904762,9,2,201,210,0.383171222828175,-0.331485125158926,-0.135503990918383,-0.121675049087223,-0.853791413438995
"291",291,"5fuqa1v9",34.3000000000001,15,10,0,0,0,210,210,0,210,0.788300685222739,-0.230986925632264,-0.203357159885642,-0.207053102066818,-1.48190862040633
"292",292,"vfa8p4oo",47.9818181818182,17,14,0.503127272727274,0.495982857142857,0.73011380952381,186,186,24,210,0.128150932092763,-0.113228695806316,-0.00264308962574636,-0.000914532195562007,-0.297797493295916
"293",293,"6tdbftwn",47.7409090909091,39,29,0.491563636363637,0.860275714285714,1.22547142857143,162,161,48,210,0.930020796349299,-0.336302318037688,-0.210371217408491,-0.300915696437458,-1.0149736617607
"294",294,"pjyf5evm",48.5772727272728,23,13,0.531709090909094,1.73761476190476,1.56365523809524,171,139,39,210,0.237861677923454,-0.0702381927351462,0.00572505640985568,-0.0511797232441441,-1.39704078351922
"295",295,"p177jsrh",44.1318181818182,81,60,0.318327272727273,1.73767380952381,1.87509523809524,125,123,85,210,0.763575425653547,-0.353943243379737,-0.258095534673334,-0.239322359610484,-1.2333328841886
"296",296,"ks67df9r",46.2409090909093,70,51,0.419563636363646,2.2967580952381,2.88587952380952,101,92,109,210,0.543166184245062,-0.40951347377531,-0.236641399516884,-0.216456003367673,-1.34584025517172
"297",297,"6tatjtst",51.1136363636363,81,69,0.653454545454543,1.86014523809524,2.64703095238095,119,119,91,210,0.861478014419436,-0.532223664457986,-0.351349634169988,-0.337690101112269,-1.06476199030198
"298",298,"3qwj979a",40.65,79,60,0.1512,4.95532190476191,4.92471047619048,1,0,209,210,0.594584201574425,-0.260073584764149,-0.106519624043508,-0.154228793481672,-0.907910314890319
"299",299,"cds498zz",55.1363636363635,14,11,0.846545454545448,0.666449523809524,0.752032380952381,187,187,23,210,0.693788910288001,-0.712782761462283,-0.271865480383801,-0.254116792553163,-0.607155655816455
"300",300,"p52j81cz",49.2363636363637,16,9,0.563345454545457,0.422930952380952,0.534648571428571,190,190,20,210,0.563454263854225,-0.502328515939805,-0.201624352763884,-0.196961766806913,-1.38382618631269
"301",301,"vva47mv1",53.6954545454545,57,33,0.777381818181816,1.88000095238095,2.48059952380952,125,124,85,210,0.78957058218872,-0.416993188650679,-0.293429882665287,-0.285906548796576,-0.843580151869588
"302",302,"s0uavzu4",50.040909090909,41,26,0.601963636363632,1.77125619047619,2.17990666666667,131,131,79,210,0.0523136260802383,-0.625727636696442,-0.00415374383226202,-0.0622318207298308,-0.0536250300790083
"303",303,"8zsqfun7",47.1318181818181,78,45,0.462327272727269,2.16418666666667,2.72320952380952,108,107,102,210,0.530386043670338,-0.32363316167907,-0.235425831472794,-0.220668726180342,-0.543594964126549
"304",304,"zxexr9ya",58.1954545454544,24,22,0.993381818181811,0.909800952380952,1.09871571428571,170,170,40,210,0.207319904548496,-0.0825249482332241,-0.0414559742311132,0.00553695616649125,-1.31284603247697
"305",305,"t7pjr6r4",53.8863636363637,54,36,0.786545454545458,1.47144904761905,2.05108238095238,142,141,68,210,0.394636162902732,-0.142543999956331,-0.0925551254047295,-0.102692623403155,-0.549023941019252
"306",306,"eqaxt99x",47.4772727272726,70,46,0.478909090909085,1.90048714285714,2.49398047619048,113,112,97,210,0.135436311800397,-0.0101417305390901,-0.00234378376789932,0.00432495640908501,-0.139569422734963
"307",307,"eul9epha",47.4136363636362,13,10,0.475854545454538,1.06416523809524,1.15921238095238,171,170,39,210,0.6631982964503,-0.429854075471719,-0.262645704130223,-0.226972894727364,-1.29748788388008
"308",308,"0pzmq854",43.940909090909,44,22,0.309163636363632,0.496176666666667,0.979947619047619,189,186,21,210,0.491535404621012,-0.357681090418751,-0.147534590883013,-0.155796791565497,-1.39839535989328
"309",309,"17dt9ke0",39.9181818181818,43,19,0.116072727272726,3.81519952380952,3.96946428571429,106,42,104,210,0.923136881584478,-0.390015776387937,-0.252500614225748,-0.298705977218029,-1.54058611311366
"310",310,"5kbxd8uz",52.0727272727272,71,61,0.699490909090906,2.58503476190476,3.09412952380952,90,89,120,210,0.868575826489092,-0.658114676646997,-0.314962180988492,-0.295444793443116,-1.47058332360784
"311",311,"rv9j3ryb",45.8045454545456,19,14,0.398618181818189,0.878000476190476,1.08126,178,177,32,210,0.50932398111526,-0.49208942728154,-0.25125442687155,-0.218044579809237,-0.75110662302962
"312",312,"g7fyw8y5",44.6090909090908,54,43,0.341236363636359,4.35292380952381,3.98057333333333,102,41,108,210,0.64089349010928,-0.224488524284786,-0.22400799622777,-0.224341783438342,-0.89319835567061
"313",313,"s3mgwkm2",49.5090909090909,66,50,0.576436363636364,2.15361952380952,2.41267714285714,114,114,96,210,0.899511564918404,-0.258290637904372,-0.139318992125176,-0.232566591176911,-0.562093442068618
"314",314,"a1826std",53.9136363636364,56,33,0.787854545454547,1.05241285714286,1.25387476190476,171,156,39,210,0.99036085143939,-0.292946820632769,-0.285158866803661,-0.242787688211882,-1.48205133910947
"315",315,"ueksd0fs",47.6318181818182,120,79,0.486327272727274,2.89300380952381,3.81137666666667,72,65,138,210,0.754533500502674,-0.335417660861341,-0.276319237669573,-0.234975085041653,-0.965178557253527
"316",316,"561smycq",48.1363636363637,39,29,0.510545454545458,1.77245333333333,2.37472333333333,155,141,55,210,0.236337483377405,-0.0460838650316061,0.0200275697608319,0.0358173536758755,-0.0542591389415579
"317",317,"gxwucuu6",47.3772727272726,42,27,0.474109090909085,0.995401904761905,1.65720428571429,163,156,47,210,0.734994703698494,-0.246038878715753,-0.203403255857722,-0.2223692223123,-1.22518588774932
"318",318,"errxoxzh",51.0136363636364,38,29,0.648654545454548,1.22017523809524,1.5915719047619,160,151,50,210,0.402612498668812,-0.788561398723515,-0.198409528527918,-0.185619287690174,-0.382175967416458
"319",319,"fe7wg6b7",41.709090909091,100,77,0.202036363636368,4.38983142857143,4.51521619047619,46,24,164,210,0.329205946645715,-0.279286974372897,-0.014020947349651,-0.115638989389904,-0.145278481743438
"320",320,"kl29jhqw",45.5954545454545,147,105,0.388581818181816,4.48582523809524,4.73488476190476,1,0,209,210,0.504212992566645,-0.610051444766833,-0.200770762671666,-0.180644291654918,-0.954927153931772
"321",321,"yjb803pt",46.5681818181818,47,41,0.435272727272726,1.41696428571429,1.80932333333333,149,143,61,210,0.291926166803578,-0.450306523565596,-0.141835573065068,-0.122390188244839,-0.90650135296501
"322",322,"9p9n4jry",49.9863636363637,12,8,0.599345454545458,0.60519380952381,0.855239047619048,188,188,22,210,0.166503618752972,-0.12234728197316,-0.00279698293278727,-0.0188598826196536,-0.39425584128727
"323",323,"ucs98zuh",42.3227272727271,195,130,0.231490909090901,4.59316523809524,4.80237333333333,3,0,207,210,0.830146328389965,-0.301979444167034,-0.261450842304665,-0.282403747301046,-1.16504952292831
"324",324,"xwt3xyp6",43.4863636363635,54,42,0.287345454545448,1.59098619047619,1.91583333333333,134,134,76,210,0.348378933899724,-0.154769598337299,-0.0927859244491594,-0.113784714789469,-0.678735525176117
"325",325,"bznljvke",45.259090909091,76,51,0.372436363636368,1.47635857142857,2.25765142857143,140,135,70,210,0.550294866040304,-0.259189803753378,-0.217435611106339,-0.204705929032771,-1.49188900939744
"326",326,"u3n89ngp",54.4500000000001,62,50,0.813600000000005,1.2269719047619,1.41987380952381,148,148,62,210,0.848130213100191,-0.167992339341652,-0.0418128185122178,-0.110127883372631,-0.651249003400759
"327",327,"vqy4jw7v",44.2363636363636,81,62,0.323345454545452,2.10730571428571,2.52667380952381,112,103,98,210,0.320326655903062,-0.731754573136704,-0.151450076689689,-0.137843854003651,-0.927085507705031
"328",328,"dre2cj59",50.5772727272728,75,61,0.627709090909095,3.39538571428571,3.63711619047619,70,70,140,210,0.0543945679326464,-0.123981735631182,-0.00194050849811345,-0.0483222712117497,-0.360205939320543
"329",329,"rw6tkw7n",47.0045454545455,64,57,0.456218181818184,1.88348666666667,2.46042952380952,122,122,88,210,0.573758921164799,-0.148778309035267,-0.129205092231324,-0.155397730002166,-0.950624233088851
"330",330,"9458jtjx",48.3909090909092,33,22,0.522763636363642,1.1818019047619,1.21876285714286,180,154,30,210,0.617259853432552,-0.476145305261393,-0.259197661823425,-0.242462358976945,-1.43986296234219
"331",331,"7re0z3sf",50.1181818181818,30,23,0.605672727272726,1.63915380952381,1.87945904761905,152,152,58,210,0.839627468260724,-0.232674726756957,-0.222299810208014,-0.241890852829987,-1.36593403695375
"332",332,"3k4juyeh",38.0409090909092,122,100,0.025963636363642,4.60019761904762,4.48140333333333,12,2,198,210,0.214000815049059,-0.44842778437685,-0.143308347003346,-0.118986604274614,-0.984190302263045
"333",333,"ub7koqzt",49.1090909090908,123,78,0.557236363636359,3.06139285714286,3.31183333333333,64,59,146,210,0.464419451309802,-0.21198352561756,-0.137851065008143,-0.0897688453683312,-1.18121452576569
"334",334,"2a5gce3t",51.0863636363636,56,47,0.652145454545453,3.49433523809524,4.14605142857143,62,60,148,210,0.890946212257545,-0.327349472758445,-0.297355685759543,-0.299749371556284,-1.12481213180275
"335",335,"56rwcpa8",40.6954545454546,100,82,0.153381818181821,4.36387952380952,4.37978857142857,5,1,205,210,0.189967680458556,-0.0344436375420274,-0.0305727916076957,0.0317589051808722,0.0620490094918028
"336",336,"g1t94n5d",54.7818181818181,39,23,0.829527272727269,1.12358380952381,1.50998904761905,161,160,49,210,-0.266182262874626,0.0206518351417926,-0.00108803332702093,0.00624498580729496,-0.267396556845744
"337",337,"z388objw",52.6818181818181,53,43,0.728727272727269,1.89571761904762,2.41166571428571,121,120,89,210,1.07800811422797,-0.33892937660133,-0.181133215972331,-0.243596255727639,-1.1548678555977
"338",338,"zw1sttb8",47.2727272727273,60,44,0.469090909090911,2.28483,2.66919380952381,112,111,98,210,0.765686897887407,-0.592998807131477,-0.276415941531967,-0.250535737838915,-1.5176624967357
"339",339,"8ry4lzl1",52.9818181818182,55,40,0.743127272727274,2.33256047619048,2.84279095238095,106,106,104,210,1.02379315787568,-0.373498432284561,-0.299684851214007,-0.303780855927022,-1.4909125693568
"340",340,"yayhmfjn",43.5272727272725,73,35,0.28930909090908,0.656590952380952,1.01860095238095,176,176,34,210,0.00205306000105121,-0.307674248128476,0.0158344004380029,-0.0085261204919149,-0.267467963972924
"341",341,"fs7bnwdl",50.4545454545454,46,37,0.621818181818179,1.45182428571429,2.16994095238095,145,137,65,210,0.973304600158384,-0.620206141950151,-0.319012286247703,-0.289059652073857,-1.20790768071279
"342",342,"25a8lb6z",54.7636363636362,57,45,0.828654545454538,1.46348333333333,1.66838714285714,148,144,62,210,0.462248964335988,-0.798493739925754,-0.218173335365674,-0.21468509485572,-0.686456116553874
"343",343,"oz8nbus6",45.7818181818183,113,75,0.397527272727279,3.44729904761905,3.77401333333333,53,43,157,210,0.700020267813035,-0.302958118472557,-0.253243198527881,-0.23518678276552,-1.09272603669853
"344",344,"m37vkz76",49.618181818182,81,60,0.581672727272736,1.57489238095238,2.02418714285714,131,130,79,210,0.907083847330265,-0.704386356740516,-0.347643302572379,-0.355586868577591,-0.97926073855378
"345",345,"r1h6ylxt",52.9272727272728,80,65,0.740509090909095,2.37366,3.40806761904762,129,79,81,210,0.212550740560679,-0.19966399469898,-0.00543048254110448,-0.0121509785097408,-0.413157451567864
"346",346,"mwvs8r2u",51.1272727272726,58,41,0.654109090909085,1.17387857142857,1.53245952380952,155,155,55,210,0.650072841704509,-0.147141274214862,-0.129657536323568,-0.132628440295929,-1.43357692944719
"347",347,"qcdoy32g",51.4772727272727,73,53,0.67090909090909,2.10930380952381,2.68621714285714,123,122,87,210,0.634453640053258,-0.389876739872174,-0.0560858016703352,-0.160769838434791,-0.457975533881524
"348",348,"85ttd9er",50.3954545454547,62,50,0.618981818181825,2.14054571428571,2.65570380952381,121,119,89,210,0.501508148999274,-0.438537485000353,-0.210735142859385,-0.193136610991112,-1.16294241651799
"349",349,"pn984mgs",41.2818181818182,129,98,0.181527272727274,4.59157761904762,4.10779571428571,0,0,210,210,0.321404486842943,-0.140835398498003,-0.0364925515044831,-0.0875305617729373,-0.662895452483365
"350",350,"co43locr",38.1045454545456,173,110,0.0290181818181887,4.33019142857143,4.44216476190476,3,0,207,210,0.63027057048131,-0.5618077415117,-0.238700310451359,-0.220237152321545,-0.8260062764405
"351",351,"3pewlnb8",44.0409090909091,8,6,0.313963636363637,0.569821428571429,0.979159047619048,193,191,17,210,0.306108837457422,-0.0877527987046392,-0.0007138831203021,-0.022868875096013,-0.330304373992248
"352",352,"4xdluwy6",38.95,138,86,0.0696000000000003,3.83250571428571,4.35787904761905,82,33,128,210,0.547892114320592,-0.179233961880189,-0.0962021650187799,-0.129184144566626,-0.724986063602732
"353",353,"elombrds",38.2227272727273,93,87,0.0346909090909104,5.23132,4.76927619047619,7,1,203,210,0.578227801257505,-0.515328964068331,-0.302993682743508,-0.282452677553836,-0.620469102470762
"354",354,"hl06f4tx",44.9045454545455,62,57,0.355418181818184,3.21157619047619,4.22439095238095,76,64,134,210,0.128114757882596,-0.262792409485967,0.00241586656445503,-0.0716784437124959,-0.399796559789091
"355",355,"qxcq0nhv",49.1363636363636,62,43,0.558545454545453,2.70951619047619,3.34705047619048,110,77,100,210,0.584918844628438,-0.212258225660158,-0.0478627713525001,-0.10367350509796,-0.991111776942039
"356",356,"eff2w6hq",40.4409090909092,54,39,0.141163636363642,3.18854142857143,3.08400142857143,144,73,66,210,0.723911773568984,-0.382597023993237,-0.24576453586331,-0.232595009430599,-1.24392625244505
"357",357,"08lucg24",41.531818181818,57,46,0.193527272727264,3.68223047619048,4.15593714285714,111,36,99,210,0.397014736341562,-0.072345538283682,-0.0368857594244245,-0.0466553791826744,-0.721830663108265
"358",358,"0d7d9bzv",55.3590909090909,58,42,0.857236363636363,1.37180047619048,2.18058285714286,156,144,54,210,0.402265110741411,-0.131007276989076,-0.160948762155619,-0.147368866904669,-1.74329262787116
"359",359,"xznjmcgw",47.7727272727273,62,43,0.49309090909091,1.90125142857143,2.24830904761905,124,120,86,210,0.208985983711998,-0.0490490843616055,-0.00226067407639768,-0.00545293586613993,-0.264236813543036
"360",360,"qzz9m6ge",44.0818181818183,32,27,0.315927272727278,1.22765857142857,1.48333333333333,152,151,58,210,0.865884060513014,-0.248236471010045,-0.0939686880233626,-0.237610962026298,-1.10675810406255
"361",361,"bsowyjtt",38.8227272727271,152,127,0.063490909090901,4.37673428571429,4.44868285714286,7,0,203,210,0.617138739540852,-0.522531850587898,-0.250601842545447,-0.207091180493,-0.804744147942902
"362",362,"bwqgpbqs",52.6772727272728,67,43,0.728509090909095,2.33712761904762,3.9864780952381,126,91,84,210,0.44922988754484,-0.561572783979537,-0.20332930230775,-0.189856987269993,-0.706669210816757
"363",363,"51qos3vk",56.6818181818183,77,60,0.920727272727279,1.8755980952381,2.36510571428571,121,120,89,210,0.67503798035205,-0.604164046961945,-0.229085634845225,-0.256242313419205,-1.43734652072413
"364",364,"hdp9gy0x",42.0909090909092,98,78,0.220363636363642,4.22924476190476,4.04748380952381,30,23,180,210,0.3770433202226,-0.260488626733415,-0.131008265634526,-0.139715452902039,-0.880651999619544
"365",365,"qhhumay2",51.3409090909091,75,59,0.664363636363637,1.74768238095238,2.19059285714286,127,127,83,210,0.530988564142301,-0.163297540503529,-0.101166718581968,-0.105955530497449,-1.49083916583771
"366",366,"v40qkuc3",39.2590909090909,41,25,0.0844363636363634,4.24929904761905,4.24987619047619,115,25,95,210,0.0983272867258144,-0.0994738673062701,0.0020825612106278,0.00154453951207209,-0.117003476396871
"367",367,"w3jcoa6b",53.6818181818181,45,39,0.776727272727269,1.95846714285714,2.1781380952381,125,123,85,210,0.696321265169299,-0.246863971576646,-0.230197879877187,-0.249729992061891,-1.47664127195882
"368",368,"uugj0lsw",43.8363636363637,63,41,0.304145454545458,1.1186480952381,1.57593285714286,160,147,50,210,0.576121360221626,-0.099451051648256,-0.0821654605643474,-0.0530221327844299,-0.674618226220442
"369",369,"tfvdx0gr",37.290909090909,72,57,0,5.44640142857143,4.70845619047619,15,4,195,210,0.106152995062964,-0.446099121835136,-0.0156642783949394,-0.0154497333763928,-0.0810080635233362
"370",370,"tffdz46p",51.8772727272727,58,40,0.690109090909089,1.54658857142857,2.10812095238095,136,136,74,210,0.799999389202675,-0.371535136263549,-0.301860654299504,-0.294093201996393,-1.33714579546083
"371",371,"j6ytx9g5",43.1363636363636,33,19,0.270545454545453,2.74448333333333,3.17323238095238,128,97,82,210,0.0747665684972585,-0.088870128563309,0.00277643294358687,-0.00201210565507817,-0.259545492735711
"372",372,"cj4vhh25",50.890909090909,41,27,0.642763636363632,2.02600095238095,2.7063119047619,132,126,78,210,0.862466407196295,-0.211730593541616,-0.225981351520365,-0.223486488367588,-1.36397403204902
"373",373,"3w4hz57x",48.2272727272726,87,48,0.514909090909085,2.49783619047619,3.75882476190476,129,84,81,210,0.744508006745214,-0.453026890799724,-0.229661251138912,-0.221271864175007,-0.870172694184015
"374",374,"fc2y7mll",44.6727272727272,137,78,0.344290909090905,2.4272119047619,3.36704619047619,104,89,106,210,0.0938067077904025,-0.0917471164772519,-0.0163991798484928,0.0169557775347447,-0.566710952374051
"375",375,"fw4bca5o",45.3681818181818,28,24,0.377672727272727,0.929665238095238,1.05632142857143,170,170,40,210,0.389162244501926,-0.428127461598711,-0.188856216995597,-0.175101177628267,-0.752577705340676
"376",376,"fbe3zhyh",51.4000000000002,65,44,0.667200000000009,1.79999571428571,2.22235047619048,127,127,83,210,0.453699839154216,-0.147797659167999,-0.0663380665718673,-0.121022721994736,-1.29733414456757
"377",377,"yypl9xs7",42.7090909090909,79,66,0.250036363636364,4.02404714285714,4.35732666666667,52,41,158,210,0.82320287526524,-0.24694920244658,-0.250249040368105,-0.260576974966182,-1.41062976358409
"378",378,"9f31lkeb",52.9227272727273,33,26,0.74029090909091,0.715194285714286,0.965234761904762,176,176,34,210,0.617171875095323,-0.403942490998231,-0.213391226364084,-0.194433435635561,-1.0333205982255
"379",379,"bx4dc8o9",50.3499999999998,71,54,0.61679999999999,1.14802571428571,1.62877142857143,154,154,56,210,0.699207989438704,-0.577841040184614,-0.295966026036873,-0.274159266140566,-1.22686389125641
"380",380,"2dbga6ee",47.4772727272728,49,37,0.478909090909094,1.94843476190476,1.96564142857143,151,123,59,210,0.452447471370417,-0.0367547206715865,-0.00435111625890247,-0.00524737104436448,-0.421464696303895
"381",381,"z2b2dhca",49.8454545454546,76,62,0.592581818181821,1.35225095238095,1.90867476190476,135,133,75,210,0.0886960961485018,-0.0621572408517203,-0.00301026852171463,-0.00487220451358603,-0.0719273178420373
"382",382,"fdr4ezap",51.6409090909091,37,28,0.678763636363637,0.650649047619048,0.898617142857143,174,174,36,210,0.827557115527101,-0.288671427427134,-0.259531210838869,-0.242660072630418,-1.33333704486546
"383",383,"dwc952nh",50.25,82,63,0.612,2.5962919047619,3.97149952380952,109,84,101,210,0.413022856961026,-0.22269307500213,-0.00202161245374036,-0.0499885447205507,-0.403260553235187
"384",384,"9lh648dn",38.1681818181816,58,43,0.032072727272717,4.52698571428571,4.63906380952381,15,3,195,210,0.84013899215842,-0.39789612838157,-0.267290009817671,-0.299878839602972,-1.13443927072125
"385",385,"nw6w3ycm",39.6954545454546,147,89,0.105381818181821,4.63356761904762,4.28938523809524,3,1,207,210,0.741601260411835,-0.319613301832452,-0.219261807624675,-0.233718977843486,-1.35506806280341
"386",386,"87v9658u",32.3499999999999,129,88,0,4.68134142857143,4.53989666666667,10,0,200,210,0.970558124343088,-0.483647555689133,-0.315764765499311,-0.332221139323744,-1.42091373706647
"387",387,"de5pykpf",43.0227272727272,47,33,0.265090909090906,0.804054761904762,1.52158761904762,169,166,41,210,0.602824142006967,-0.582147046808812,-0.268534388739326,-0.231247178656992,-0.928926742491518
"388",388,"4q6f4utw",57.2954545454545,37,30,0.950181818181816,1.15848,1.23079619047619,161,161,49,210,0.401198003184425,-0.531587131148371,-0.184149497244809,-0.161913348075065,-0.501252800501739
"389",389,"r0n9fg0u",43.8227272727272,93,71,0.303490909090905,3.14931428571429,4.00096619047619,132,44,78,210,0.648809413923427,-0.158776503601873,-0.118128288041806,-0.177937532630752,-1.39278390909678
"390",390,"km34yl84",48.8954545454544,38,32,0.546981818181811,1.31698428571429,1.66014142857143,152,147,58,210,0.86249488655565,-0.30900713807811,-0.281245592611521,-0.266010947637504,-1.35508112675227
"391",391,"qnklprod",49.4909090909092,38,28,0.575563636363641,1.96963523809524,2.26452714285714,140,131,70,210,-0.0931143658963531,-0.134783041482287,-0.00227775409961231,-0.00812011682491262,-0.0950704910292122
"392",392,"t18afl5a",42.7681818181817,158,111,0.252872727272721,3.93862619047619,4.3439219047619,11,9,199,210,0.598794846381599,-0.811782767351581,-0.283837696442328,-0.260832651402565,-0.605335289079425
"393",393,"rfbhb7b7",54.0318181818183,30,23,0.793527272727278,0.834675714285714,1.07880619047619,173,173,37,210,0.509674536571847,-0.440767746365475,-0.172414085979608,-0.166370787770709,-1.50943293741049
"394",394,"qv3dlzek",40.8409090909091,189,127,0.160363636363637,4.0506480952381,4.25633285714286,8,8,202,210,0.439638689059103,-0.150072741849698,-0.0350387029941799,-0.0612467930477142,-0.685221722930854
"395",395,"2lz8lw89",51.4772727272726,53,42,0.670909090909085,0.998817142857143,1.31035904761905,152,151,58,210,1.34728202623852,-0.514512095801855,-0.32643605532891,-0.342876278981654,-0.961656803912555
"396",396,"ooe464l5",45.6409090909092,76,53,0.390763636363641,3.87863333333333,4.4682880952381,64,35,146,210,0.362613815326269,-0.642100451852203,-0.224644925237271,-0.158700280737647,-0.954567825109402
"397",397,"p9q4wrpj",42.7363636363637,143,99,0.251345454545458,3.91650952380952,4.51767761904762,34,20,176,210,0.833641577105132,-0.168199835071618,-0.183195185177998,-0.176225360446533,-1.66255968820994
"398",398,"61anox6y",52.7363636363636,53,42,0.731345454545453,1.10753333333333,1.83211380952381,153,153,57,210,0.967834236675131,-0.734671169465515,-0.336774698746414,-0.313684820862988,-1.39192276910769
"399",399,"blqn8xnx",51.1863636363637,36,26,0.656945454545458,2.17669333333333,2.32261571428571,132,130,78,210,0.543620168545625,-0.594686202926518,-0.286693252320325,-0.253486878726287,-0.326945379021585
"400",400,"mldmml5a",51.5136363636363,58,38,0.672654545454543,2.0975819047619,2.3718119047619,129,128,81,210,0.655611100886424,-0.216537763781911,-0.160832990553668,-0.155325182533161,-1.57158241727085
"401",401,"ed8jkb7x",42.0863636363637,109,85,0.220145454545458,4.53175761904762,4.55215047619048,0,0,210,210,0.127886842507164,-0.0844542539126572,-0.0545450010211812,-0.0435021531020604,-0.908289650929013
"402",402,"rdncdssy",46.2318181818181,57,47,0.419127272727269,2.81960428571429,4.27560761904762,88,78,122,210,0.128240262843664,-0.0666721929536699,-0.00212238655426314,-0.00465723257526066,-0.286592049244034
"403",403,"uoeumkcs",45.0318181818183,50,34,0.361527272727278,2.54123904761905,3.0830480952381,109,98,101,210,0.811198089187354,-0.187121661787523,-0.103254754511107,-0.175224146758302,-0.874766673941303
"404",404,"ezajy32v",54.9272727272728,53,42,0.836509090909094,2.6947019047619,2.76874904761905,107,105,103,210,0.717750767476296,-0.247688242402767,-0.227255778389962,-0.22162621275579,-1.1274146107539
